token,count,trait,canonical,how,examples
金黃色花朵,9,,,UNMAPPED,伊培樹|洋桂花|相思仔
銳先端,9,,,UNMAPPED,昆士蘭山龍眼|東南紫金牛|枸棘子
銳尖基部,9,,,UNMAPPED,小號犁頭樹|白珠藤|合斗石櫟
鋸齒緣葉,9,leaf_margin,serrate,strip:鋸齒緣,吊燈花|青剛櫟|揚波
鐘狀花冠,9,,,UNMAPPED,大葉樹青|山欖|石松
長橢圓狀卵形,9,,,UNMAPPED,山薔薇|冬青葉桃仁|尖尾葉鼠李
不整齊鋸齒緣,8,leaf_margin,serrate,rule:margin,中原氏掌葉槭|青皮楓|青楓
五瓣花,8,,,UNMAPPED,十里香|扶桑|虎頭柑
倒卵狀長橢圓形,8,,,UNMAPPED,毛果青岡|早田氏柃木|虎皮斑木薑子
倒披針形葉形,8,,,UNMAPPED,木薯|幼葉樟|恆春哥納香
剛毛,8,,,UNMAPPED,耳藥花|拉哥加樹|紅毛懸鉤子
厚紙質葉,8,leaf_texture,papery,rule:texture,爪哇蒲桃|米仔蘭|洋蒲桃
原產於台灣,8,,,UNMAPPED,狹葉櫟|山龍眼|長葉小檗
可食果實,8,,,UNMAPPED,大果榕|白欖|夏粥
可食用,8,,,UNMAPPED,四照花|石棗|油橄欖
四分孢子囊呈十字形分裂,8,,,UNMAPPED,輻毛藻|緣乳節藻|脆枝蔽果藻
圓鈍先端,8,,,UNMAPPED,毛馬棘|爪哇大青|白珠藤
塊根,8,,,UNMAPPED,粉葛|葛根|葛藤
大型花朵,8,,,UNMAPPED,大花紫薇|夜香花|長果月橘
密繖花序,8,,,UNMAPPED,山茶葉灰木|白埔姜|老虎竻
抗旱性,8,,,UNMAPPED,山相思|山苦楝|白埔姜
攀援,8,life_form,vine,direct,川滇茉莉|牛筋藤|包飯果藤
星狀絨毛,8,,,UNMAPPED,大白匏仔|宜昌莢迷|松田氏莢迷
木質果實,8,,,UNMAPPED,枇杷葉山礬|香楓|猢麵包樹
殼斗,8,,,UNMAPPED,反刺櫧|后大埔石櫟|校力
氣孔帶,8,,,UNMAPPED,刺松|刺柏|拇木
波狀鋸齒緣,8,leaf_margin,serrate,rule:margin,山豬肉|南嶺山礬|南嶺灰木
深褐色心材,8,,,UNMAPPED,大葉合歡|白其春|印度合歡
漏斗型花冠,8,,,UNMAPPED,小花黃蟬|毛柱杜鵑|馬禮士杜鵑
生長於潮濕環境,8,,,UNMAPPED,小花蓼|小毛氈苔|焊菜
疏細鋸齒緣,8,leaf_margin,serrate,rule:margin,紅椿|香椿|椿
白色花被,8,,,UNMAPPED,小果山龍眼|狐狸尾|兔尾草
粗糙葉面,8,,,UNMAPPED,九重吹|山水柳|木苧麻
紅核果,8,,,UNMAPPED,內冬子|庭梅|桃葉珊瑚
細鈍鋸齒緣,8,leaf_margin,serrate,rule:margin,木荷|平遮那灰木|紅頭祼實
細銳鋸齒緣,8,leaf_margin,serrate,rule:margin,布氏稠李|珍珠花|笑靨花
線狀長橢圓形,8,,,UNMAPPED,玉山胡頹子|田青|田青草
總狀花序/穗狀花序,8,,,UNMAPPED,百日紅|秀柱花|東京漆
缺乏詳細生態習性描述,8,,,UNMAPPED,黃果豬母乳|菲律賓鐵青樹|阿里山卷耳
膜質蒴果,8,,,UNMAPPED,克蘭樹|赤血仔|拔子雞油
莖光滑,8,,,UNMAPPED,野蕎麥(尼泊爾蓼)|紅蓼|扛板歸
葇荑花序,8,,,UNMAPPED,水柯仔|水柳柯|赤楊
藤本植物,8,,,UNMAPPED,呂宋青藤|屏東鐵線蓮|恒春青牛膽
蜜槽,8,,,UNMAPPED,大白匏仔|六捻仔|宜昌莢迷
長披針形葉,8,,,UNMAPPED,杏葉石櫟|昆士蘭山龍眼|阿里山灰木
長橢圓形果實,8,leaf_shape,elliptic,strip:長橢圓形,山梔|山黃梔|日本杜英
闊卵形花瓣,8,,,UNMAPPED,大野牡丹|珍珠花|笑靨花
黃白色花冠,8,,,UNMAPPED,牛奶果|地槐|星蘋果
三行脈,7,,,UNMAPPED,水雞油|朴子樹|花梨木
三角狀卵形葉,7,,,UNMAPPED,山苺|毛萼懸鉤子|蔥葉懸鉤子
下位子房,7,,,UNMAPPED,毛里斯麻|柏拉木|臭萬年
中肋明顯,7,,,UNMAPPED,千年木|朱竹|朱蕉
五淺裂,7,,,UNMAPPED,大葉寒莓|地莓|革葉懸鉤子
五裂花盤,7,,,UNMAPPED,三春柳|西湖柳|雨師
側脈多出,7,,,UNMAPPED,川上氏櫧|印度苦櫧|東南石櫟
全株有毒,7,,,UNMAPPED,水藤|毒魚藤|日日春
全緣或波狀緣,7,leaf_margin,entire,rule:margin,小六角|風鼓|電信草
刺狀體,7,,,UNMAPPED,九重葛|有刺赤蘭|俄氏莿柊
匍匐性,7,,,UNMAPPED,小葉三點金草|小葉山菉豆|羊屎柴
十字對生葉,7,leaf_arrangement,opposite,contains:對生,柳葉馬鞭草|五彩石竹|子寶草
卵形花瓣,7,,,UNMAPPED,山苺|毛萼懸鉤子|羽萼懸鉤子
卵狀披針形葉形,7,,,UNMAPPED,火燄木|幼葉樟|佛竹
厚革質葉片,7,leaf_texture,coriaceous,rule:texture,印度橡膠樹|蘭嶼念珠藤|臺灣山茶
單性花,7,reproductive_system,unisexual_flower,direct,大白葉仔|丹荔|火山
基部楔形,7,leaf_base,cuneate,rule:base,白丁花|白馬骨|長葉木犀
夏季開花,7,,,UNMAPPED,千日紅|天人菊|文殊蘭
多年生,7,,,UNMAPPED,正坭竹|吊絲麻|甜竹
多數雄蕊,7,,,UNMAPPED,山茶葉灰木|平遮那灰木|海桐山礬
夜間開花,7,,,UNMAPPED,火龍果|夜來香|香龍血樹
宿存花柱,7,,,UNMAPPED,山薔薇|南天竹|野薔薇
宿存花萼,7,,,UNMAPPED,山茄|玫瑰茄|洛神葵
小漿果,7,,,UNMAPPED,小香藤|毛瓜馥木|瓜馥木
小葉互生,7,leaf_arrangement,alternate,contains:互生,三葉木藍|東埔羅瑞草|假綠豆
尾尖頭,7,,,UNMAPPED,山肉桂|佐佐木灰木|尾葉灰木
常見於海岸地區,7,,,UNMAPPED,濱榕|山豬枷|白肉榕
念珠狀莢果,7,,,UNMAPPED,毛苦參|刺桐|海南槐樹
掌狀裂葉,7,leaf_shape,palmate_lobed,direct,八角金盤|多果八角金盤|尖尾槭
掌脈,7,,,UNMAPPED,三年桐|光桐|油桐
油點,7,,,UNMAPPED,五指柑|五指香櫞|有加利
灰白色葉背,7,,,UNMAPPED,山漆|交讓木|亞力山大椰子
無毛葉面,7,,,UNMAPPED,大實肉豆蔻|卵果肉豆蔻|刻脈冬青
特有種,7,endemism,endemic,direct,早田氏柃木|亞杉|能高薔薇
狹橢圓形葉,7,,,UNMAPPED,白丁花|白馬骨|路邊金
痂狀鱗片,7,,,UNMAPPED,江某|破布子|破布木
痂鱗,7,,,UNMAPPED,小葉樹杞|火炭樹|玉山胡頹子
白色絨毛,7,,,UNMAPPED,小葉石楠|木苺|桑葉懸鉤子
直刺,7,,,UNMAPPED,川上氏櫧|吊皮栲|赤校
短伏毛,7,,,UNMAPPED,山水柳|山苧麻|木苧麻
節膨大,7,,,UNMAPPED,鳳仙花|紅辣蓼|白苦柱
粗齒緣,7,,,UNMAPPED,石朴|朴樹|沙朴
紅褐色果實,7,,,UNMAPPED,九重吹|天竺|早田氏榕
紫紅色莖,7,,,UNMAPPED,小葉三點金草|小葉山螞蝗|小葉山菉豆
線形果實,7,leaf_shape,linear,strip:線形,白香|狗尾花|柏民小槐花
線狀披針形托葉,7,,,UNMAPPED,毛萼懸鉤子|虎氏懸鉤子|高砂懸鉤子
總狀花序推論,7,,,UNMAPPED,一串紅|三色堇|雞冠花
羽狀深裂葉,7,leaf_margin,lobed,rule:margin,孔雀草|羽葉薰衣草|萬壽菊
耐蔭性,7,,,UNMAPPED,毛雞屎樹|深紅茵芋|臺灣黃楊
耐鹽性,7,,,UNMAPPED,九重吹|紅柴|蓮葉桐
萌芽力強,7,,,UNMAPPED,地仙公|黃連木|黃連茶
葉緣具鋸齒,7,leaf_margin,serrate,rule:margin,大灰氣苔|中葉耳葉蘚|禺毛茛(水辣菜)
鋸齒緣葉緣,7,leaf_margin,serrate,strip:鋸齒緣,小葉懸鉤子|美懸鉤子|鳥井懸鉤子
鐮狀彎曲,7,,,UNMAPPED,佩羅特木|洋桂花|相思仔
長卵形,7,,,UNMAPPED,玉蕊|石朴|波羅蜜樹
長莢果,7,,,UNMAPPED,大果油麻藤|血藤|波斯皂莢
闊卵形葉形,7,,,UNMAPPED,印度茴麻|圓葉鑽地風|綠島鐵莧
陽性樹種,7,,,UNMAPPED,青桐|飛蛾子樹|面頭果
頭花,7,,,UNMAPPED,白合歡|福州杉|藤相思樹
高杯形花冠,7,,,UNMAPPED,同心結|紅葉金花|革葉山馬茶
鬚毛,7,,,UNMAPPED,江南竹|孟宗竹|坭竹
鱗狀葉,7,,,UNMAPPED,肖楠|厚殼仔|扁柏
黃熟果實,7,,,UNMAPPED,山桔子|木竹子|枇杷
伏臥毛,6,,,UNMAPPED,子彈石櫟|石櫟|胡枝子
全緣或波狀緣葉,6,leaf_margin,entire,rule:margin,沙漠玫瑰|厚殼仔|面頭果
全緣或波狀緣葉緣,6,leaf_margin,entire,rule:margin,夜合花|夜香木蘭|紅蕙仔
兩性花,6,reproductive_system,bisexual_flower,direct,合軸莢迷|紅淡比|扇葉葵
半灌木,6,,,UNMAPPED,葉懸鉤子|羊角|決明
卵圓形葉,6,,,UNMAPPED,冬葵子|玉山莢迷|埔姜寄生
卵狀菱形葉,6,,,UNMAPPED,守城滿山紅|珊瑚刺桐|紅頭血藤
厚革質,6,leaf_texture,coriaceous,rule:texture,玉山白珠樹|印度膠樹|扁核木
單幹,6,,,UNMAPPED,大王椰子|可可椰子|亞力山大椰子
單生花序,6,inflorescence,solitary,strip:單生,印度茴麻|東瀛珊瑚|柚
圓形花瓣,6,,,UNMAPPED,千年紅|冬青葉桃仁|桃仁
圓果,6,,,UNMAPPED,冇骨消|豆梨|能高懸鉤子
圓錐聚繖花序,6,,,UNMAPPED,三叉虎|三叉虎|三椏苦
壓縮球形果實,6,fruit_shape,globose,rule:fruit,火炭樹|冇桂|俄氏紅柿
壺形果實,6,,,UNMAPPED,小葉白筆|佐佐木灰木|尾葉灰木
多軸型生長模式,6,,,UNMAPPED,脆枝蔽果藻|北方赤盾藻|硬盾果藻
大型,6,,,UNMAPPED,毛里斯麻|波羅蜜樹|金絲竹
對生葉推論,6,leaf_arrangement,opposite,contains:對生,牽牛花|矮牽牛|紅蓖麻
尾狀尖端,6,,,UNMAPPED,大葉桉|有加利|思維樹
常見於台灣海岸地區,6,,,UNMAPPED,菱果石櫟|垢果山茶|毛果柃木
廣橢圓形,6,,,UNMAPPED,早田氏柃木|松田氏冬青|假柃木
心形葉形,6,,,UNMAPPED,東瀛珊瑚|松村氏野茉莉|青桐
懸垂花,6,,,UNMAPPED,王蘭|吊燈扶桑|吊燈花
扁球形果實,6,fruit_shape,globose,rule:fruit,大冇樹|柿糊木|稜果榕
掌狀五裂葉,6,leaf_margin,lobed,rule:margin,中原氏掌葉槭|青皮楓|青楓
有毒,6,,,UNMAPPED,土煙仔|山檨仔|披針葉豬屎豆
杯形殼斗,6,,,UNMAPPED,狹葉高山櫟|狹葉櫟|森氏櫟
柿漆,6,,,UNMAPPED,五脈剛毛省藤|烏材|假黃藤
桃紅色花,6,,,UNMAPPED,巴拉圭風鈴木|守城滿山紅|扶桑
楔形,6,,,UNMAPPED,止宮樹|孟宗竹|帝汶異木患
橢圓形蒴果,6,fruit_shape,ellipsoid,rule:fruit,木花生|水漆|臭油桐
毛茸茸,6,,,UNMAPPED,假繡線菊|楮樹|短柱山茶
水生植物,6,,,UNMAPPED,香水蓮花|荷花|印度莕菜
淡紅色果實,6,,,UNMAPPED,山榕|羽萼懸鉤子|赤榕
淡黃白色花,6,,,UNMAPPED,爪哇蒲桃|洋蒲桃|鳥踏刺
深根性,6,,,UNMAPPED,柿|紅柿|黃連木
深裂萼片,6,,,UNMAPPED,印度黃檀|武靴藤|長葉紫珠
潮濕環境,6,,,UNMAPPED,水雞油|阿里山榆|青木
球形核果,6,fruit_shape,globose,rule:fruit,長葉紫珠|風不動藤|草野氏冬青
球形漿果,6,fruit_shape,globose,rule:fruit,土煙仔|生毛將軍|野煙葉
球狀漿果,6,,,UNMAPPED,毛蕊木|臺灣蔥木|錫蘭玉心花
疏齒緣,6,,,UNMAPPED,大葉溲疏|白埔姜|南五味子
皂素,6,,,UNMAPPED,木患子|皮皂子|洗手果
目前無法提供更精確的摘要,6,,,UNMAPPED,短尾葉石櫟|九重吹|武威山茶
竹類,6,,,UNMAPPED,玉山矢竹|玉山竹|吊絲麻
筒狀花冠,6,,,UNMAPPED,使君子|矮牽牛|鳳梨鼠尾草
粉白色葉背,6,,,UNMAPPED,直幹相思|長葉木薑子|柳
紅紫色花,6,,,UNMAPPED,大花紫薇|五斂子|羊桃
紅苞片,6,special_features,bract_red,rule:special,老虎竻|狗腳蹄|萬年刺
紅苞葉,6,special_features,bract_red,direct,一品紅|向陽紅|老來嬌
紅褐色木材,6,,,UNMAPPED,山欖|石松|紅柴
紅褐色絨毛,6,,,UNMAPPED,大葉山欖|山茶葉灰木|白埔姜
紅黃色花瓣,6,,,UNMAPPED,金鳳花|金蝴蝶|黃蝴蝶
紫紅色葉背,6,,,UNMAPPED,紅背桂花|裡菫紫金牛|夢幻紫
綠白色花,6,,,UNMAPPED,油樟|芳樟|栳樟
綠肥作物,6,,,UNMAPPED,大野百合|白花鐵富豆|印度田青
繖房狀圓錐花序,6,inflorescence,corymb,rule:infl,人心藥|山桔子|木竹子
耐旱性,6,,,UNMAPPED,羊角藤|闊葉省藤|沙漠玫瑰
聚繖狀花序,6,,,UNMAPPED,大黃鱔藤|四月雪|錫蘭肉桂
腋生花序,6,,,UNMAPPED,八角仔|大葉合歡|印度合歡
菱形葉,6,,,UNMAPPED,白葉仔|米飯花|豆腐柴
菱形葉形,6,,,UNMAPPED,白匏仔|直角莢迷|臭娘子
菱狀卵形,6,,,UNMAPPED,粉葛|湯氏葛藤|葛麻藤
葉背被毛,6,,,UNMAPPED,毛瓊楠|早田氏木薑子|竹頭角木薑子
著生,6,,,UNMAPPED,川上杜鵑|凹葉巖桃|老鼠連枝
薄翅種子,6,,,UNMAPPED,松梧|松蘿|紅檜
藍黑色漿果,6,,,UNMAPPED,川上氏小蘗|忍冬|金銀花
裂葉,6,leaf_margin,lobed,direct,大同灰葉懸鉤子|桑材仔|無花果
複聚繖花序,6,,,UNMAPPED,呂宋莢迷|紅子仔|菫寶蓮
褐毛,6,,,UNMAPPED,火燒柯|南燭|恆春灰木
輪生枝條,6,leaf_arrangement,whorled,contains:輪生,小葉欖仁樹|木棉|非洲欖仁樹
酸味,6,,,UNMAPPED,正藤木槲|虎頭柑|珍珠花
金黃色果實,6,,,UNMAPPED,牛奶金柑|牛奶橘|金棗
針狀鋸齒緣,6,leaf_margin,serrate,rule:margin,東埔羅瑞草|板栗|桂竹
鈍基部,6,,,UNMAPPED,武靴藤|紅葉金花|枯里珍
鈍形先端,6,,,UNMAPPED,水刀蓮|海濱異木患|疏花魚藤
鈍細鋸齒緣,6,leaf_margin,serrate,rule:margin,山木柳|長柄紫苧麻|長梗紫苧麻
鉤毛,6,,,UNMAPPED,白香|南投山螞蝗|絨毛山綠豆
銳尖葉先端,6,,,UNMAPPED,五蕊山巴豆|紅淡|枯里珍
長梗花序,6,,,UNMAPPED,山木柳|多油柑|長柄紫苧麻
隱性胎生,6,special_features,viviparous,rule:special,海茄藤|海茄苳|茄苳
頂生繖房花序,6,inflorescence,corymb,rule:infl,松田氏冬青|臺灣杜鵑|蘭嶼玉心花
高杯狀花冠,6,,,UNMAPPED,山秀英|山素英|黑板樹
黃褐色毛,6,,,UNMAPPED,千金樹|五脈剛毛省藤|毛柿
黑刺,6,,,UNMAPPED,刺桐|梯枯|黃脈刺桐
齒牙狀鋸齒緣,6,leaf_margin,serrate,rule:margin,大萼山礬|小泉氏灰木|山礬
齒牙緣,6,,,UNMAPPED,小葉白筆|山棕|長梗山礬
三角狀披針形萼片,5,,,UNMAPPED,毛萼懸鉤子|知本懸鉤子|森氏懸鉤子
下垂花序,5,,,UNMAPPED,紅海欖|霸王椰子|時鐘藤
不結果,5,,,UNMAPPED,香港櫻花|粉玉葉金花|粉葉金花
二回羽狀裂葉,5,leaf_margin,lobed,rule:margin,孔雀椰子|印度酒椰子|兔尾草
二體雄蕊,5,,,UNMAPPED,山菁仔|田青|田青草
五數花萼,5,,,UNMAPPED,日本杜英|牛屎烏|香菇柴
倒圓錐形果實,5,,,UNMAPPED,爪哇蒲桃|洋蒲桃|烏刺仔
倒披針形花瓣,5,,,UNMAPPED,羊蹄甲|洋紫荊|粉白羊紫荊
假總狀花序,5,,,UNMAPPED,大葉貓尾草|兔尾草|狗尾草
光澤,5,,,UNMAPPED,火山|辣子樹|緬榕
全年開花,5,,,UNMAPPED,藍星花|紅花假杜鵑|紅脣花
全緣/波狀緣葉緣,5,leaf_margin,entire,rule:margin,五色梅|五脈剛毛省藤|狐狸尾
全緣小葉,5,leaf_margin,entire,rule:margin,黑板樹|馬拉巴栗|鳳凰木
具有同型世代交替的生殖方式,5,,,UNMAPPED,裂片石蓴|石蓴|硬毛藻
具翅種子,5,,,UNMAPPED,洋風鈴木|烏杉|翅子樹
冬筍,5,,,UNMAPPED,毛竹|江南竹|孟宗竹
刺,5,,,UNMAPPED,玉山懸鉤子|禿懸鉤子|高山懸鉤子
刺狀毛蒴果,5,,,UNMAPPED,血桐|流血樹|面頭果
匍匐,5,,,UNMAPPED,大葉山扁豆|小葉山螞蝗|玉山巖桃
匍匐生長,5,,,UNMAPPED,香雪球|蔓花生|大弦月城
匙形葉,5,leaf_shape,spatulate,strip:匙形,松寄生|夕映|黑法師
半下位子房,5,,,UNMAPPED,狹瓣八仙花|窄瓣繡球|常山尼
卵狀菱形,5,,,UNMAPPED,山毛豆花|波葉山螞蝗|象牙紅
卵狀葉形,5,,,UNMAPPED,小六角|四照花|石棗
卵狀長橢圓形葉片,5,,,UNMAPPED,排錢草|鹿角樹|緬梔
反捲花冠,5,,,UNMAPPED,水金京|水金定|狗骨仔
叢生莖,5,leaf_arrangement,basal,contains:叢生,坭竹|芍藥|洋桔梗
單葉,5,leaf_type,simple,direct,山相思|坡柳|苦懸鉤子
單葉互生,5,leaf_arrangement,alternate,contains:互生,煉莢豆|茅膏菜科|樺木科
單鋸齒緣,5,leaf_margin,serrate,rule:margin,紅雞油|榔榆|臺灣榆
四季開花,5,,,UNMAPPED,細葉雪茄花|海豚花|翠菊
四裂花冠,5,,,UNMAPPED,小葉傘花樹|百眼藤|紅珠藤
園林植物,5,,,UNMAPPED,山豬肉|水錦花|枇杷
圓形葉片,5,leaf_shape,orbicular,strip:圓形,五指山冬青|通脫木|寒莓
圓錐狀短鉤刺,5,,,UNMAPPED,福州杉|福州杉|福州杉
壺形花冠,5,,,UNMAPPED,柿仔|海木沓|臺灣馬醉木
多年生藤本,5,,,UNMAPPED,豬籠草|小花蔓澤蘭|紅花野牽牛
多脈葉,5,,,UNMAPPED,刀葉槲寄生|山石榴|王不留行
大型喬木,5,,,UNMAPPED,藍花楹|木麻黃|欖仁
大型葉片,5,,,UNMAPPED,蘭嶼木薑子|台灣蘇鐵|夜來香
對生,5,leaf_arrangement,opposite,direct,米仔蘭|野鴉椿|魚仔蘭
小型花朵,5,,,UNMAPPED,玉山繡線菊|白木漿果|番荔枝
小灌木,5,life_form,shrub,strip:灌木,檜葉寄生木|巒大雀梅藤|臺灣天仙果
尾狀葉尖,5,,,UNMAPPED,山車|昆蘭樹|烏松仔
常綠植物,5,,,UNMAPPED,桃實百日青|尖尾長葉榕|白肉榕
平行脈,5,,,UNMAPPED,巨竹|印度膠樹|緬榕
微柔毛,5,,,UNMAPPED,天梓樹|水桐樹|旱蓮
心形或腎形的葉片,5,,,UNMAPPED,落葵|小構樹|落葵
心臟形葉,5,,,UNMAPPED,五爪桐|木油桐|椅樹
扁球果,5,,,UNMAPPED,三葉五加|毛柿|東方紫金牛
攀緣性,5,,,UNMAPPED,盤龍木|雞母珠|山薔薇
放射狀毛,5,,,UNMAPPED,赤血仔|松村氏野茉莉|紅皮
旗瓣,5,,,UNMAPPED,山葛|刺桐|湯氏葛藤
木質蓇葖果,5,,,UNMAPPED,掌葉蘋婆|裂葉蘋婆|錦蘭
杯狀花萼,5,,,UNMAPPED,木槿|松村氏野茉莉|苗栗白花龍
枝條柔軟下垂,5,,,UNMAPPED,柳屬|水柳|石朴
橘紅色果實,5,,,UNMAPPED,山黃皮|虎氏懸鉤子|苦懸鉤子
橢圓形堅果,5,fruit_shape,ellipsoid,rule:fruit,三斗石櫟|赤皮杜仔|栓皮櫟
橢圓形毬果,5,fruit_shape,ellipsoid,rule:fruit,肖楠|松梧|松蘿
橢圓形漿果,5,fruit_shape,ellipsoid,rule:fruit,打破碗花|象牙樹|萬桃花
橢圓狀倒卵形葉,5,,,UNMAPPED,瓜子蔓榕|竹頭角木薑子|臺灣野牡丹藤
殺蟲劑,5,,,UNMAPPED,味噌草|金腰帶|拿身草
毛緣花瓣,5,,,UNMAPPED,冬青葉桃仁|桃仁|黑星櫻
淡紅褐色木材,5,,,UNMAPPED,大葉桃花心木|紅淡|鈍葉楊桐
淡紫色花朵,5,,,UNMAPPED,水流豆|威氏鐵富豆|橉木稠李
漏斗狀鐘形花冠,5,,,UNMAPPED,西施花|青紫花|梧桐
灰褐色毛,5,,,UNMAPPED,反刺櫧|淡紅忍冬|淋樆柯
灰黑色樹皮,5,,,UNMAPPED,白樹|烏皮九芎|烏雞母
無導管木材,5,,,UNMAPPED,山車|昆蘭樹|烏松仔
無梗繖形花序,5,inflorescence,umbel,rule:infl,珍珠花|笑靨花|假李葉繡線菊
片狀剝落樹皮,5,,,UNMAPPED,山柿|羅浮柿|檸檬桉
球形榕果,5,fruit_shape,globose,rule:fruit,大葉九重吹|正榕|烏松
環帶,5,,,UNMAPPED,毛果青岡|狹葉高山櫟|捲斗櫟
疏鈍鋸齒緣,5,leaf_margin,serrate,rule:margin,番仔龍眼|番龍眼|臺東龍眼
瘤刺,5,,,UNMAPPED,木棉|斑芝棉|斑芝樹
白絹毛,5,,,UNMAPPED,白其春|紅莢合歡|菲律賓合歡
白色柔毛,5,,,UNMAPPED,川上氏山胡椒|狗尾花|柏民小槐花
白色瘤點,5,,,UNMAPPED,大葉榕|大冇樹|稜果榕
盾形葉,5,,,UNMAPPED,大冇樹|血桐|面頭果
秋季開花,5,,,UNMAPPED,茗|桂花|朝霧草
粗毛,5,surface_hair,hirsute,direct,三裂葉葛藤|水同木|牛乳樹
粗鈍鋸齒緣,5,leaf_margin,serrate,rule:margin,大紅袍|小西氏石櫟|油葉石櫟
粗銳鋸齒緣,5,leaf_margin,serrate,rule:margin,小葉桑|桑材仔|桑樹
紅熟,5,,,UNMAPPED,虎皮斑木薑子|虎皮斑黃肉楠|金新木薑子
紅色核果,5,,,UNMAPPED,合軸莢迷|直角莢迷|珊瑚樹
紅褐色毛茸,5,,,UNMAPPED,六捻仔|柿糊木|紅果果
紙質葉,5,leaf_texture,papery,direct,大萼山礬|山秀英|尾葉灰木
紫紅色,5,,,UNMAPPED,大葉野百合|小果葉下珠|海葡萄
紫花,5,flower_color,purple,direct,五色梅|水錦花|苦檻藍
細刺,5,,,UNMAPPED,大白匏仔|小葉刺果衛矛|刺果衛矛
細齒牙緣,5,,,UNMAPPED,小葉白筆|水雞油|長梗山礬
絹狀毛,5,,,UNMAPPED,兔尾草|狗尾草|虎尾輪
網脈凸起,5,,,UNMAPPED,九芎舅|小芽新木薑子|木耳樹
網脈明顯,5,,,UNMAPPED,土樟|大井忍冬|無患子
總狀花序或穗狀花序,5,,,UNMAPPED,滿堂紅|天堂鳥|矢車菊
總狀花序雄花,5,,,UNMAPPED,桑樹|垂果瓜|佛手瓜
纖維作物,5,,,UNMAPPED,印度麻|菽麻|葛根
缺乏詳細描述,5,,,UNMAPPED,蟲蟻麻|黃細心|方莖金絲桃
肉質果實,5,leaf_texture,succulent,strip:肉質,山茄|刺松|刺柏
背面毛茸,5,,,UNMAPPED,山葛|森氏柳|湯氏葛藤
腹片兜形,5,,,UNMAPPED,密瓣耳葉蘚|皺葉耳葉蘚|鹿兒島耳葉蘚
腺質蒴果,5,,,UNMAPPED,血桐|流血樹|面頭果
膜質葉面,5,,,UNMAPPED,孔雀豆|青脆枝|華他卡藤
臍狀突起,5,,,UNMAPPED,大赦婆榕|波葉山螞蝗|黃毛榕
臘質,5,,,UNMAPPED,山賊仔|山漆|木臘樹
臺灣特有,5,endemism,endemic,rule:endemism,長果月橘|臺灣杉|臺灣蝴蝶戲珠花
臺灣特有型,5,endemism,endemic,rule:endemism,白葉鞭蘚Bazzania|鹿兒島耳葉蘚|太平山耳葉蘚
芳香花氣,5,,,UNMAPPED,夜合花|臺灣梣|緬梔
菱形葉片,5,,,UNMAPPED,三加皮|香楓|楓仔樹
菱狀倒卵形葉,5,,,UNMAPPED,山車|昆蘭樹|烏松仔
萼片狀花瓣,5,,,UNMAPPED,土常山|白馬桑|馬桑繡球
葉片對生,5,leaf_arrangement,opposite,contains:對生,蓮華池寄生|黃細心屬|松寄生屬
蔓生植物,5,,,UNMAPPED,細圓藤|腺果藤|呂宋青藤
蝶形花,5,,,UNMAPPED,山珠豆|鵲豆|虎爪豆
螺旋狀葉序,5,,,UNMAPPED,烏杉|麻露兜|巒大杉
褐色毛茸,5,,,UNMAPPED,毛瓜馥木|忍冬葉冬青|臺灣鉤藤
褐色絨毛,5,,,UNMAPPED,山龍眼|水絲梨|玉山灰木
覆瓦狀花瓣,5,,,UNMAPPED,西河柳|檉柳|觀音柳
輪生,5,leaf_arrangement,whorled,direct,斑芝棉|銀毛樹|橡皮木
金黃色花,5,,,UNMAPPED,相思樹|紅葉金花|粉玉葉金花
鈍形基部,5,,,UNMAPPED,白匏仔|白葉仔|直角莢迷
